Tournament,Matchday,Date,Venue,Club,Opponent,Result,Position,Minute,When Scored,Goal Type,Assist,Player
Champions League ,Semi-Finals,4/24/13,Home,Borussia Dortmund,Real Madrid,4:1,CF,8',1:0,Right-footed shot,Mario Götze,Robert Lewandowski
Champions League ,Semi-Finals,4/24/13,Home,Borussia Dortmund,Real Madrid,4:1,CF,50',2:1,Right-footed shot,Marco Reus,Robert Lewandowski
Champions League ,Semi-Finals,4/24/13,Home,Borussia Dortmund,Real Madrid,4:1,CF,55',3:1,Right-footed shot,Marcel Schmelzer,Robert Lewandowski
Champions League ,Semi-Finals,4/24/13,Home,Borussia Dortmund,Real Madrid,4:1,CF,67',4:1,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,34,5/18/13,Home,Borussia Dortmund,TSG 1899 Hoffenheim,1:2,CF,6',1:0,Tap-in,Jakub Blaszczykowski,Robert Lewandowski
DFB-Pokal ,First Round,8/3/13,Away,Borussia Dortmund,SV Wilhelmshaven,0:3,CF,90',0:3,Right-footed shot,Jonas Hofmann,Robert Lewandowski
Bundesliga ,1,8/10/13,Away,Borussia Dortmund,FC Augsburg,0:4,CF,86',0:4,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,3,8/23/13,Home,Borussia Dortmund,SV Werder Bremen,1:0,CF,55',1:0,Right-footed shot,Marco Reus,Robert Lewandowski
Bundesliga ,5,9/14/13,Home,Borussia Dortmund,Hamburger SV,6:2,CF,73',4:2,Right-footed shot,Pierre-Emerick Aubameyang,Robert Lewandowski
Bundesliga ,5,9/14/13,Home,Borussia Dortmund,Hamburger SV,6:2,CF,81',6:2,Header,Nuri Şahin,Robert Lewandowski
Bundesliga ,7,9/28/13,Home,Borussia Dortmund,SC Freiburg,5:0,CF,58',3:0,Right-footed shot,Marco Reus,Robert Lewandowski
Bundesliga ,7,9/28/13,Home,Borussia Dortmund,SC Freiburg,5:0,CF,70',4:0,Left-footed shot,Jonas Hofmann,Robert Lewandowski
Champions League ,Group Stage,10/1/13,Home,Borussia Dortmund,Olympique Marseille,3:0,CF,19',1:0,Left-footed shot,Erik Durm,Robert Lewandowski
Champions League ,Group Stage,10/1/13,Home,Borussia Dortmund,Olympique Marseille,3:0,CF,80',3:0,Penalty,Not Applicable,Robert Lewandowski
Champions League ,Group Stage,10/22/13,Away,Borussia Dortmund,Arsenal FC,1:2,CF,82',1:2,Right-footed shot,Kevin Großkreutz,Robert Lewandowski
Bundesliga ,11,11/1/13,Home,Borussia Dortmund,VfB Stuttgart,6:1,CF,54',3:1,Right-footed shot,Marco Reus,Robert Lewandowski
Bundesliga ,11,11/1/13,Home,Borussia Dortmund,VfB Stuttgart,6:1,CF,56',4:1,Left-footed shot,Henrikh Mkhitaryan,Robert Lewandowski
Bundesliga ,11,11/1/13,Home,Borussia Dortmund,VfB Stuttgart,6:1,CF,72',5:1,Right-footed shot,Jakub Blaszczykowski,Robert Lewandowski
Bundesliga ,14,11/30/13,Away,Borussia Dortmund,1.FSV Mainz 05,1:3,CF,78',1:2,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,14,11/30/13,Away,Borussia Dortmund,1.FSV Mainz 05,1:3,CF,90'+4,1:3,Penalty,Not Applicable,Robert Lewandowski
Champions League ,Group Stage,12/11/13,Away,Borussia Dortmund,Olympique Marseille,1:2,CF,4',0:1,Left-footed shot,Erik Durm,Robert Lewandowski
Bundesliga ,20,2/8/14,Away,Borussia Dortmund,SV Werder Bremen,1:5,CF,26',0:1,Right-footed shot,Marcel Schmelzer,Robert Lewandowski
Bundesliga ,20,2/8/14,Away,Borussia Dortmund,SV Werder Bremen,1:5,CF,85',0:5,Right-footed shot,Jonas Hofmann,Robert Lewandowski
Bundesliga ,21,2/15/14,Home,Borussia Dortmund,Eintracht Frankfurt,4:0,CF,47',3:0,Penalty,Not Applicable,Robert Lewandowski
Champions League ,last 16,2/25/14,Away,Borussia Dortmund,Zenit St. Petersburg,2:4,CF,61',1:3,Right-footed shot,Lukasz Piszczek,Robert Lewandowski
Champions League ,last 16,2/25/14,Away,Borussia Dortmund,Zenit St. Petersburg,2:4,CF,71',2:4,Right-footed shot,Marco Reus,Robert Lewandowski
Bundesliga ,23,3/1/14,Home,Borussia Dortmund,1.FC Nuremberg,3:0,CF,64',2:0,Right-footed shot,Henrikh Mkhitaryan,Robert Lewandowski
Bundesliga ,26,3/22/14,Away,Borussia Dortmund,Hannover 96,0:3,CF,52',0:2,Right-footed shot,Henrikh Mkhitaryan,Robert Lewandowski
Bundesliga ,29,4/5/14,Home,Borussia Dortmund,VfL Wolfsburg,2:1,CF,51',1:1,Header,Marco Reus,Robert Lewandowski
DFB-Pokal ,Semi-Finals,4/15/14,Home,Borussia Dortmund,VfL Wolfsburg,2:0,CF,43',2:0,Left-footed shot,Marco Reus,Robert Lewandowski
Bundesliga ,31,4/19/14,Home,Borussia Dortmund,1.FSV Mainz 05,4:2,CF,18',2:1,Right-footed shot,Henrikh Mkhitaryan,Robert Lewandowski
Bundesliga ,34,5/10/14,Away,Borussia Dortmund,Hertha BSC,0:4,CF,41',0:1,Right-footed shot,Mats Hummels,Robert Lewandowski
Bundesliga ,34,5/10/14,Away,Borussia Dortmund,Hertha BSC,0:4,CF,80',0:3,Direct free kick,Not Applicable,Robert Lewandowski
Bundesliga ,2,8/30/14,Away,Bayern Munich,FC Schalke 04,1:1,CF,10',0:1,Right-footed shot,Sebastian Rode,Robert Lewandowski
Bundesliga ,5,9/23/14,Home,Bayern Munich,SC Paderborn 07,4:0,CF,14',2:0,Right-footed shot,Philipp Lahm,Robert Lewandowski
Bundesliga ,7,10/4/14,Home,Bayern Munich,Hannover 96,4:0,CF,6',1:0,Right-footed shot,Rafinha,Robert Lewandowski
Bundesliga ,7,10/4/14,Home,Bayern Munich,Hannover 96,4:0,CF,38',3:0,Right-footed shot,Xherdan Shaqiri,Robert Lewandowski
Champions League ,Group Stage,10/21/14,Away,Bayern Munich,AS Roma,1:7,CF,25',0:3,Header,Juan Bernat,Robert Lewandowski
DFB-Pokal ,Second Round,10/29/14,Away,Bayern Munich,Hamburger SV,1:3,CF,7',0:1,Right-footed shot,Not Applicable,Robert Lewandowski
Bundesliga ,10,11/1/14,Home,Bayern Munich,Borussia Dortmund,2:1,CF,72',1:1,Left-footed shot,Not Applicable,Robert Lewandowski
Bundesliga ,12,11/22/14,Home,Bayern Munich,TSG 1899 Hoffenheim,4:0,CF,39',2:0,Header,Arjen Robben,Robert Lewandowski
Champions League ,Group Stage,11/25/14,Away,Bayern Munich,Manchester City,3:2,CF,45',1:2,Header,Jérôme Boateng,Robert Lewandowski
Bundesliga ,15,12/13/14,Away,Bayern Munich,FC Augsburg,0:4,CF,68',0:3,Right-footed shot,Bastian Schweinsteiger,Robert Lewandowski
Bundesliga ,21,2/14/15,Home,Bayern Munich,Hamburger SV,8:0,LW,56',6:0,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,22,2/21/15,Away,Bayern Munich,SC Paderborn 07,0:6,CF,24',0:1,Right-footed shot,Arjen Robben,Robert Lewandowski
Bundesliga ,22,2/21/15,Away,Bayern Munich,SC Paderborn 07,0:6,CF,37',0:2,Right-footed shot,Franck Ribéry,Robert Lewandowski
Bundesliga ,23,2/27/15,Home,Bayern Munich,1.FC Köln,4:1,CF,75',4:1,Chest,Arjen Robben,Robert Lewandowski
Champions League ,last 16,3/11/15,Home,Bayern Munich,Shakhtar Donetsk,7:0,CF,75',6:0,Right-footed shot,Bastian Schweinsteiger,Robert Lewandowski
Bundesliga ,25,3/14/15,Away,Bayern Munich,SV Werder Bremen,0:4,CF,76',0:3,Header,Thomas Müller,Robert Lewandowski
Bundesliga ,25,3/14/15,Away,Bayern Munich,SV Werder Bremen,0:4,CF,90'+1,0:4,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,27,4/4/15,Away,Bayern Munich,Borussia Dortmund,0:1,CF,36',0:1,Header,Thomas Müller,Robert Lewandowski
Bundesliga ,28,4/11/15,Home,Bayern Munich,Eintracht Frankfurt,3:0,CF,15',1:0,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,28,4/11/15,Home,Bayern Munich,Eintracht Frankfurt,3:0,CF,66',2:0,Header,Mario Götze,Robert Lewandowski
Champions League ,Quarter-Finals,4/21/15,Home,Bayern Munich,FC Porto,6:1,CF,27',3:0,Header,Thomas Müller,Robert Lewandowski
Champions League ,Quarter-Finals,4/21/15,Home,Bayern Munich,FC Porto,6:1,CF,40',5:0,Right-footed shot,Thomas Müller,Robert Lewandowski
DFB-Pokal ,Semi-Finals,4/28/15,Home,Bayern Munich,Borussia Dortmund,1:3,CF,29',1:0,Right-footed shot,Medhi Benatia,Robert Lewandowski
Champions League ,Semi-Finals,5/12/15,Home,Bayern Munich,FC Barcelona,3:2,CF,59',2:2,Right-footed shot,Bastian Schweinsteiger,Robert Lewandowski
Bundesliga ,34,5/23/15,Home,Bayern Munich,1.FSV Mainz 05,2:0,CF,25',1:0,Penalty,Not Applicable,Robert Lewandowski
DFB-Pokal ,First Round,8/9/15,Away,Bayern Munich,FC Nöttingen,1:3,CF,26',1:3,Left-footed shot,Not Applicable,Robert Lewandowski
Bundesliga ,1,8/14/15,Home,Bayern Munich,Hamburger SV,5:0,CF,53',2:0,Right-footed shot,Not Applicable,Robert Lewandowski
Bundesliga ,2,8/22/15,Away,Bayern Munich,TSG 1899 Hoffenheim,1:2,CF,90',1:2,Right-footed shot,Douglas Costa,Robert Lewandowski
Bundesliga ,4,9/12/15,Home,Bayern Munich,FC Augsburg,2:1,CF,77',1:1,Tap-in,Thomas Müller,Robert Lewandowski
Bundesliga ,6,9/22/15,Home,Bayern Munich,VfL Wolfsburg,5:1,CF,51',1:1,Left-footed shot,Not Applicable,Robert Lewandowski
Bundesliga ,6,9/22/15,Home,Bayern Munich,VfL Wolfsburg,5:1,CF,52',2:1,Right-footed shot,Douglas Costa,Robert Lewandowski
Bundesliga ,6,9/22/15,Home,Bayern Munich,VfL Wolfsburg,5:1,CF,55',3:1,Left-footed shot,Not Applicable,Robert Lewandowski
Bundesliga ,6,9/22/15,Home,Bayern Munich,VfL Wolfsburg,5:1,CF,57',4:1,Right-footed shot,Douglas Costa,Robert Lewandowski
Bundesliga ,6,9/22/15,Home,Bayern Munich,VfL Wolfsburg,5:1,CF,60',5:1,Right-footed shot,Mario Götze,Robert Lewandowski
Bundesliga ,7,9/26/15,Away,Bayern Munich,1.FSV Mainz 05,0:3,CF,51',0:1,Header,Kingsley Coman,Robert Lewandowski
Bundesliga ,7,9/26/15,Away,Bayern Munich,1.FSV Mainz 05,0:3,CF,63',0:2,Left-footed shot,Arturo Vidal,Robert Lewandowski
Champions League ,Group Stage,9/29/15,Home,Bayern Munich,GNK Dinamo Zagreb,5:0,CF,22',2:0,Right-footed shot,Thiago,Robert Lewandowski
Champions League ,Group Stage,9/29/15,Home,Bayern Munich,GNK Dinamo Zagreb,5:0,CF,28',4:0,Left-footed shot,Douglas Costa,Robert Lewandowski
Champions League ,Group Stage,9/29/15,Home,Bayern Munich,GNK Dinamo Zagreb,5:0,CF,55',5:0,Right-footed shot,Thiago,Robert Lewandowski
Bundesliga ,8,10/4/15,Home,Bayern Munich,Borussia Dortmund,5:1,CF,46',3:1,Right-footed shot,Jérôme Boateng,Robert Lewandowski
Bundesliga ,8,10/4/15,Home,Bayern Munich,Borussia Dortmund,5:1,CF,58',4:1,Left-footed shot,Mario Götze,Robert Lewandowski
Bundesliga ,10,10/24/15,Home,Bayern Munich,1.FC Köln,4:0,CF,63',3:0,Header,Douglas Costa,Robert Lewandowski
Champions League ,Group Stage,11/4/15,Home,Bayern Munich,Arsenal FC,5:1,CF,10',1:0,Header,Thiago,Robert Lewandowski
Bundesliga ,12,11/7/15,Home,Bayern Munich,VfB Stuttgart,4:0,CF,37',3:0,Right-footed shot,Thomas Müller,Robert Lewandowski
Champions League ,Group Stage,11/24/15,Home,Bayern Munich,Olympiacos Piraeus,4:0,CF,16',2:0,Right-footed shot,Kingsley Coman,Robert Lewandowski
Champions League ,Group Stage,12/9/15,Away,Bayern Munich,GNK Dinamo Zagreb,0:2,CF,61',0:1,Header,Thomas Müller,Robert Lewandowski
Champions League ,Group Stage,12/9/15,Away,Bayern Munich,GNK Dinamo Zagreb,0:2,CF,64',0:2,Right-footed shot,Sebastian Rode,Robert Lewandowski
Bundesliga ,16,12/12/15,Home,Bayern Munich,FC Ingolstadt 04,2:0,CF,65',1:0,Right-footed shot,Jérôme Boateng,Robert Lewandowski
Bundesliga ,18,1/22/16,Away,Bayern Munich,Hamburger SV,1:2,CF,37',0:1,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,18,1/22/16,Away,Bayern Munich,Hamburger SV,1:2,CF,61',1:2,Deflected shot on goal,Thomas Müller,Robert Lewandowski
Bundesliga ,19,1/31/16,Home,Bayern Munich,TSG 1899 Hoffenheim,2:0,CF,32',1:0,Right-footed shot,Douglas Costa,Robert Lewandowski
Bundesliga ,19,1/31/16,Home,Bayern Munich,TSG 1899 Hoffenheim,2:0,CF,64',2:0,Right-footed shot,Philipp Lahm,Robert Lewandowski
DFB-Pokal ,Quarter-Finals,2/10/16,Away,Bayern Munich,VfL Bochum,0:3,CF,39',0:1,Right-footed shot,Thomas Müller,Robert Lewandowski
DFB-Pokal ,Quarter-Finals,2/10/16,Away,Bayern Munich,VfL Bochum,0:3,CF,90',0:3,Right-footed shot,Arjen Robben,Robert Lewandowski
Bundesliga ,21,2/14/16,Away,Bayern Munich,FC Augsburg,1:3,CF,15',0:1,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,21,2/14/16,Away,Bayern Munich,FC Augsburg,1:3,CF,62',0:2,Right-footed shot,Thiago,Robert Lewandowski
Bundesliga ,22,2/20/16,Home,Bayern Munich,SV Darmstadt 98,3:1,CF,84',3:1,Right-footed shot,Franck Ribéry,Robert Lewandowski
Bundesliga ,23,2/27/16,Away,Bayern Munich,VfL Wolfsburg,0:2,CF,74',0:2,Right-footed shot,Franck Ribéry,Robert Lewandowski
Bundesliga ,26,3/12/16,Home,Bayern Munich,SV Werder Bremen,5:0,CF,86',4:0,Right-footed shot,Not Applicable,Robert Lewandowski
Champions League ,last 16,3/16/16,Home,Bayern Munich,Juventus FC,4:2,CF,73',1:2,Header,Douglas Costa,Robert Lewandowski
Bundesliga ,27,3/19/16,Away,Bayern Munich,1.FC Köln,0:1,CF,9',0:1,Right-footed shot,Not Applicable,Robert Lewandowski
Bundesliga ,30,4/16/16,Home,Bayern Munich,FC Schalke 04,3:0,CF,54',1:0,Left-footed shot,Arturo Vidal,Robert Lewandowski
Bundesliga ,30,4/16/16,Home,Bayern Munich,FC Schalke 04,3:0,CF,65',2:0,Header,Rafinha,Robert Lewandowski
Champions League ,Semi-Finals,5/3/16,Home,Bayern Munich,Atlético de Madrid,2:1,CF,74',2:1,Header,Arturo Vidal,Robert Lewandowski
Bundesliga ,33,5/7/16,Away,Bayern Munich,FC Ingolstadt 04,1:2,CF,15',0:1,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,33,5/7/16,Away,Bayern Munich,FC Ingolstadt 04,1:2,CF,32',0:2,Right-footed shot,Xabi Alonso,Robert Lewandowski
Bundesliga ,34,5/14/16,Home,Bayern Munich,Hannover 96,3:1,CF,12',1:0,Right-footed shot,Not Applicable,Robert Lewandowski
DFB-Pokal ,First Round,8/19/16,Away,Bayern Munich,FC Carl Zeiss Jena,0:5,CF,3',0:1,Right-footed shot,Thomas Müller,Robert Lewandowski
DFB-Pokal ,First Round,8/19/16,Away,Bayern Munich,FC Carl Zeiss Jena,0:5,CF,34',0:2,Right-footed shot,Franck Ribéry,Robert Lewandowski
DFB-Pokal ,First Round,8/19/16,Away,Bayern Munich,FC Carl Zeiss Jena,0:5,CF,43',0:3,Right-footed shot,Franck Ribéry,Robert Lewandowski
Bundesliga ,1,8/26/16,Home,Bayern Munich,SV Werder Bremen,6:0,CF,13',2:0,Right-footed shot,Not Applicable,Robert Lewandowski
Bundesliga ,1,8/26/16,Home,Bayern Munich,SV Werder Bremen,6:0,CF,46',3:0,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,1,8/26/16,Home,Bayern Munich,SV Werder Bremen,6:0,CF,77',6:0,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,2,9/9/16,Away,Bayern Munich,FC Schalke 04,0:2,CF,81',0:1,Right-footed shot,Javi Martínez,Robert Lewandowski
Champions League ,Group Stage,9/13/16,Home,Bayern Munich,FK Rostov,5:0,CF,28',1:0,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,3,9/17/16,Home,Bayern Munich,FC Ingolstadt 04,3:1,CF,13',1:1,Left-footed shot,Franck Ribéry,Robert Lewandowski
Champions League ,Group Stage,10/19/16,Home,Bayern Munich,PSV Eindhoven,4:1,CF,59',3:1,Header,Arjen Robben,Robert Lewandowski
Bundesliga ,9,10/29/16,Away,Bayern Munich,FC Augsburg,1:3,CF,19',0:1,Left-footed shot,Arjen Robben,Robert Lewandowski
Bundesliga ,9,10/29/16,Away,Bayern Munich,FC Augsburg,1:3,CF,48',0:3,Right-footed shot,Arjen Robben,Robert Lewandowski
Champions League ,Group Stage,11/1/16,Away,Bayern Munich,PSV Eindhoven,1:2,CF,34',1:1,Penalty,Not Applicable,Robert Lewandowski
Champions League ,Group Stage,11/1/16,Away,Bayern Munich,PSV Eindhoven,1:2,CF,74',1:2,Right-footed shot,David Alaba,Robert Lewandowski
Bundesliga ,13,12/2/16,Away,Bayern Munich,1.FSV Mainz 05,1:3,CF,8',1:1,Right-footed shot,Arjen Robben,Robert Lewandowski
Bundesliga ,13,12/2/16,Away,Bayern Munich,1.FSV Mainz 05,1:3,CF,90',1:3,Direct free kick,Not Applicable,Robert Lewandowski
Champions League ,Group Stage,12/6/16,Home,Bayern Munich,Atlético de Madrid,1:0,CF,28',1:0,Direct free kick,Not Applicable,Robert Lewandowski
Bundesliga ,14,12/10/16,Home,Bayern Munich,VfL Wolfsburg,5:0,CF,22',2:0,Left-footed shot,Not Applicable,Robert Lewandowski
Bundesliga ,14,12/10/16,Home,Bayern Munich,VfL Wolfsburg,5:0,CF,58',3:0,Left-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,16,12/21/16,Home,Bayern Munich,RB Leipzig,3:0,CF,44',3:0,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,17,1/20/17,Away,Bayern Munich,SC Freiburg,1:2,CF,35',1:1,Left-footed shot,Douglas Costa,Robert Lewandowski
Bundesliga ,17,1/20/17,Away,Bayern Munich,SC Freiburg,1:2,CF,90'+1,1:2,Left-footed shot,Franck Ribéry,Robert Lewandowski
Bundesliga ,19,2/4/17,Home,Bayern Munich,FC Schalke 04,1:1,CF,9',1:0,Left-footed shot,Arturo Vidal,Robert Lewandowski
Champions League ,last 16,2/15/17,Home,Bayern Munich,Arsenal FC,5:1,CF,53',2:1,Header,Philipp Lahm,Robert Lewandowski
Bundesliga ,21,2/18/17,Away,Bayern Munich,Hertha BSC,1:1,CF,90'+6,1:1,Tap-in,Not Applicable,Robert Lewandowski
Bundesliga ,22,2/25/17,Home,Bayern Munich,Hamburger SV,8:0,CF,24',2:0,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,22,2/25/17,Home,Bayern Munich,Hamburger SV,8:0,CF,42',3:0,Right-footed shot,Douglas Costa,Robert Lewandowski
Bundesliga ,22,2/25/17,Home,Bayern Munich,Hamburger SV,8:0,CF,54',4:0,Right-footed shot,Arjen Robben,Robert Lewandowski
DFB-Pokal ,Quarter-Finals,3/1/17,Home,Bayern Munich,FC Schalke 04,3:0,CF,3',1:0,Left-footed shot,Franck Ribéry,Robert Lewandowski
DFB-Pokal ,Quarter-Finals,3/1/17,Home,Bayern Munich,FC Schalke 04,3:0,CF,29',3:0,Right-footed shot,Franck Ribéry,Robert Lewandowski
Champions League ,last 16,3/7/17,Away,Bayern Munich,Arsenal FC,1:5,CF,55',1:1,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,24,3/11/17,Home,Bayern Munich,Eintracht Frankfurt,3:0,CF,38',1:0,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,24,3/11/17,Home,Bayern Munich,Eintracht Frankfurt,3:0,CF,55',3:0,Right-footed shot,Arjen Robben,Robert Lewandowski
Bundesliga ,26,4/1/17,Home,Bayern Munich,FC Augsburg,6:0,CF,17',1:0,Left-footed shot,Thiago,Robert Lewandowski
Bundesliga ,26,4/1/17,Home,Bayern Munich,FC Augsburg,6:0,CF,55',3:0,Right-footed shot,Franck Ribéry,Robert Lewandowski
Bundesliga ,26,4/1/17,Home,Bayern Munich,FC Augsburg,6:0,CF,79',5:0,Header,Thomas Müller,Robert Lewandowski
Bundesliga ,28,4/8/17,Home,Bayern Munich,Borussia Dortmund,4:1,CF,10',2:0,Direct free kick,Not Applicable,Robert Lewandowski
Bundesliga ,28,4/8/17,Home,Bayern Munich,Borussia Dortmund,4:1,CF,68',4:1,Penalty,Not Applicable,Robert Lewandowski
Champions League ,Quarter-Finals,4/18/17,Away,Bayern Munich,Real Madrid,4:2,CF,53',0:1,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,31,4/29/17,Away,Bayern Munich,VfL Wolfsburg,0:6,CF,36',0:2,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,31,4/29/17,Away,Bayern Munich,VfL Wolfsburg,0:6,CF,45',0:3,Left-footed shot,Kingsley Coman,Robert Lewandowski
Bundesliga ,33,5/13/17,Away,Bayern Munich,RB Leipzig,4:5,CF,17',1:1,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,33,5/13/17,Away,Bayern Munich,RB Leipzig,4:5,CF,84',4:3,Header,Arjen Robben,Robert Lewandowski
DFL-Supercup ,Final,8/5/17,Away,Bayern Munich,Borussia Dortmund,6:7,CF,18',1:1,Right-footed shot,Joshua Kimmich,Robert Lewandowski
DFB-Pokal ,First Round,8/12/17,Away,Bayern Munich,Chemnitzer FC,0:5,CF,20',0:1,Direct free kick,Not Applicable,Robert Lewandowski
DFB-Pokal ,First Round,8/12/17,Away,Bayern Munich,Chemnitzer FC,0:5,CF,60',0:3,Right-footed shot,Corentin Tolisso,Robert Lewandowski
Bundesliga ,1,8/18/17,Home,Bayern Munich,Bayer 04 Leverkusen,3:1,CF,53',3:0,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,2,8/26/17,Away,Bayern Munich,SV Werder Bremen,0:2,CF,72',0:1,Right-footed shot,Kingsley Coman,Robert Lewandowski
Bundesliga ,2,8/26/17,Away,Bayern Munich,SV Werder Bremen,0:2,CF,75',0:2,Left-footed shot,Not Applicable,Robert Lewandowski
Champions League ,Group Stage,9/12/17,Home,Bayern Munich,RSC Anderlecht,3:0,CF,12',1:0,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,4,9/16/17,Home,Bayern Munich,1.FSV Mainz 05,4:0,CF,50',3:0,Left-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,4,9/16/17,Home,Bayern Munich,1.FSV Mainz 05,4:0,CF,77',4:0,Header,Joshua Kimmich,Robert Lewandowski
Bundesliga ,5,9/19/17,Away,Bayern Munich,FC Schalke 04,0:3,CF,25',0:1,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,6,9/22/17,Home,Bayern Munich,VfL Wolfsburg,2:2,CF,33',1:0,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,7,10/1/17,Away,Bayern Munich,Hertha BSC,2:2,CF,49',0:2,Left-footed shot,Corentin Tolisso,Robert Lewandowski
Bundesliga ,8,10/14/17,Home,Bayern Munich,SC Freiburg,5:0,CF,75',4:0,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,10,10/28/17,Home,Bayern Munich,RB Leipzig,2:0,CF,38',2:0,Right-footed shot,Javi Martínez,Robert Lewandowski
Bundesliga ,11,11/4/17,Away,Bayern Munich,Borussia Dortmund,1:3,CF,37',0:2,Right-footed shot,Joshua Kimmich,Robert Lewandowski
Bundesliga ,12,11/18/17,Home,Bayern Munich,FC Augsburg,3:0,CF,38',2:0,Right-footed shot,Arturo Vidal,Robert Lewandowski
Bundesliga ,12,11/18/17,Home,Bayern Munich,FC Augsburg,3:0,CF,49',3:0,Left-footed shot,Joshua Kimmich,Robert Lewandowski
Champions League ,Group Stage,11/22/17,Away,Bayern Munich,RSC Anderlecht,1:2,CF,51',0:1,Right-footed shot,Corentin Tolisso,Robert Lewandowski
Bundesliga ,14,12/2/17,Home,Bayern Munich,Hannover 96,3:1,CF,87',3:1,Penalty,Not Applicable,Robert Lewandowski
Champions League ,Group Stage,12/5/17,Home,Bayern Munich,Paris Saint-Germain,3:1,CF,8',1:0,Left-footed shot,Kingsley Coman,Robert Lewandowski
Bundesliga ,16,12/13/17,Home,Bayern Munich,1.FC Köln,1:0,CF,60',1:0,Left-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,19,1/21/18,Home,Bayern Munich,SV Werder Bremen,4:2,CF,63',2:1,Header,James Rodríguez,Robert Lewandowski
Bundesliga ,19,1/21/18,Home,Bayern Munich,SV Werder Bremen,4:2,CF,76',3:2,Header,Thomas Müller,Robert Lewandowski
Bundesliga ,20,1/27/18,Home,Bayern Munich,TSG 1899 Hoffenheim,5:2,CF,20',1:2,Left-footed shot,Joshua Kimmich,Robert Lewandowski
DFB-Pokal ,Quarter-Finals,2/6/18,Away,Bayern Munich,SC Paderborn 07,0:6,CF,25',0:2,Right-footed shot,Kingsley Coman,Robert Lewandowski
Bundesliga ,22,2/10/18,Home,Bayern Munich,FC Schalke 04,2:1,CF,6',1:0,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,23,2/17/18,Away,Bayern Munich,VfL Wolfsburg,1:2,CF,90'+1,1:2,Penalty,Not Applicable,Robert Lewandowski
Champions League ,last 16,2/20/18,Home,Bayern Munich,Besiktas JK,5:0,CF,79',4:0,Left-footed shot,Mats Hummels,Robert Lewandowski
Champions League ,last 16,2/20/18,Home,Bayern Munich,Besiktas JK,5:0,CF,88',5:0,Left-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,26,3/10/18,Home,Bayern Munich,Hamburger SV,6:0,CF,12',2:0,Header,Joshua Kimmich,Robert Lewandowski
Bundesliga ,26,3/10/18,Home,Bayern Munich,Hamburger SV,6:0,CF,19',3:0,Right-footed shot,David Alaba,Robert Lewandowski
Bundesliga ,26,3/10/18,Home,Bayern Munich,Hamburger SV,6:0,CF,90',6:0,Penalty,Not Applicable,Robert Lewandowski
Bundesliga ,28,3/31/18,Home,Bayern Munich,Borussia Dortmund,6:0,CF,5',1:0,Right-footed shot,Thomas Müller,Robert Lewandowski
Bundesliga ,28,3/31/18,Home,Bayern Munich,Borussia Dortmund,6:0,CF,44',4:0,Right-footed shot,Franck Ribéry,Robert Lewandowski
Bundesliga ,28,3/31/18,Home,Bayern Munich,Borussia Dortmund,6:0,CF,87',6:0,Right-footed shot,Joshua Kimmich,Robert Lewandowski
Bundesliga ,30,4/14/18,Home,Bayern Munich,Borussia Mönchengladbach,5:1,CF,82',5:1,Right-footed shot,Not Applicable,Robert Lewandowski
DFB-Pokal ,Semi-Finals,4/17/18,Away,Bayern Munich,Bayer 04 Leverkusen,2:6,CF,3',0:1,Left-footed shot,Javi Martínez,Robert Lewandowski
